"datatime","mese","data","ora","tair","rhum","watertemp","volt","voltLiPo","solar1","solar2","RPMTops","RPMLast","pp","ppLast","interpolate","id"
2015-08-03 18:05:00,8,3,18,38.59,31.9,40.91,12.3475,4.2625,458,0,0.10715186,0,0,0,0,"013949009983688"
2015-08-03 20:05:00,8,3,20,40.7,28.5,31.37,12.32,4.2625,457,0,0.01124056,0,0,0,0,"013949009983688"
2015-08-03 22:20:00,8,3,22,32.3,46.9,0,12.265,4.2625,38,0,6.109e-05,0,0,0,0,"013949009983688"
2015-08-04 02:20:00,8,4,2,24.7,77.6,23.03,12.1825,4.2625,29,0,0,0,0,0,0,"013949009983688"
2015-08-04 04:20:00,8,4,4,23.8,77.3,22.05,12.155,4.2625,27,0,0.00048872,0,0,0,0,"013949009983688"
2015-08-04 06:21:00,8,4,6,22.2,87.8,21.43,12.155,4.2625,345,0,0.00024436,0,0,0,0,"013949009983688"
2015-08-04 08:21:00,8,4,8,21.4,96.5,21.57,12.155,4.2625,451,0,0.09866035,0,0,0,0,"013949009983688"
2015-08-04 10:21:00,8,4,10,22.2,99.9,25.84,12.1275,4.2625,451,0,0.27563808,0,0,0,0,"013949009983688"
2015-08-04 12:21:00,8,4,12,26.4,75.4,30.46,12.1825,4.2625,452,0,0.30245659,0,0,0,0,"013949009983688"
2015-08-04 14:21:00,8,4,14,31,53.5,33.24,12.2925,4.2625,458,0,0.12040839,0,0,0,0,"013949009983688"
2015-08-04 16:21:00,8,4,16,33.7,43.2,37.15,12.3475,4.2625,460,0,0.40698158,0,0,0,0,"013949009983688"
2015-08-04 18:21:00,8,4,18,36.4,38.9,37.03,12.3475,4.2625,460,0,0.38028525,0,0,0,0,"013949009983688"
2015-08-04 20:21:00,8,4,20,35.59,40.3,30.9,12.2925,4.2625,456,0,0.27020107,0,0,0,0,"013949009983688"
2015-08-04 22:21:00,8,4,22,32,45,27.9,12.2375,4.2625,34,0,0.03317187,0,0,0,0,"013949009983688"
2015-08-05 00:21:00,8,5,0,28,61.4,26.39,12.21,4.2625,31,0,0.13360383,0,0,0,0,"013949009983688"
2015-08-05 02:21:00,8,5,2,26.5,66.19,23.25,12.1825,4.2625,29,0,0.03708163,0,0,0,0,"013949009983688"
2015-08-05 04:21:00,8,5,4,23.6,90.3,23.09,12.1275,4.2625,27,0,0.00018327,0,0,0,0,"013949009983688"
2015-08-05 06:21:00,8,5,6,23.6,88.6,21.99,12.1275,4.2625,326,0,0.09597239,0,0,0,0,"013949009983688"
2015-08-05 08:21:00,8,5,8,22.5,99.9,22.75,12.1275,4.2625,450,0,0.04807783,0,0,0,0,"013949009983688"
2015-08-05 10:21:00,8,5,10,23.4,97,27.75,12.1275,4.2625,450,0,0.03812016,0,0,0,0,"013949009983688"
2015-08-05 12:21:00,8,5,12,28.3,69.19,31.94,12.1275,4.2625,451,0,0.07196402,0,0,0,0,"013949009983688"
2015-08-05 14:21:00,8,5,14,32.4,50,34.53,12.1825,4.2625,453,0,0.09633893,0,0,0,0,"013949009983688"
2015-08-05 16:21:00,8,5,16,36.59,39.09,44.18,12.2925,4.2625,456,0,0.1020203,0,0,0,0,"013949009983688"
2015-08-05 18:21:00,8,5,18,43.5,29.8,44.86,12.32,4.2625,457,0,0.07116985,0,0,0,0,"013949009983688"
2015-08-05 19:55:00,8,5,19,37.4,42.8,33.83,12.2925,4.2625,385,0,0,0,0,0,0,"013949009983688"
2015-08-05 20:09:00,8,5,20,34.9,47,32.53,12.265,4.2625,346,0,0,0,0,0,0,"013949009983688"
2015-08-05 20:15:00,8,5,20,34.09,49.6,32.91,12.265,4.2625,324,0,0,0,0,0,0,"013949009983688"
2015-08-05 20:39:00,8,5,20,32,53.3,31.37,12.2375,4.2625,183,0,0,0,0,0,0,"013949009983688"
2015-08-05 20:46:00,8,5,20,31.7,53.7,31.56,12.2375,4.29,298,0,0,0,0,0,0,"013949009983688"
2015-08-05 22:46:00,8,5,22,31.7,54.4,28.57,12.1825,4.2625,38,0,0.00024436,0,0,0,0,"013949009983688"
2015-08-06 00:46:00,8,6,0,29,62.9,26.13,12.155,4.2625,34,0,6.109e-05,0,0,0,0,"013949009983688"
2015-08-06 02:46:00,8,6,2,26.8,71.8,24.58,12.155,4.2625,32,0,0,0,0,0,0,"013949009983688"
2015-08-06 04:46:00,8,6,4,25.4,78.9,23.38,12.1275,4.2625,29,0,0,0,0,0,0,"013949009983688"
2015-08-06 06:46:00,8,6,6,23.8,92.1,23.29,12.1,4.2625,437,0,0,0,0,0,0,"013949009983688"
2015-08-06 08:46:00,8,6,8,23.2,95.3,23.75,12.1,4.2625,449,0,0.08937467,0,0,0,0,"013949009983688"
2015-08-06 10:46:00,8,6,10,24.5,88.5,29.04,12.1,4.2625,449,0,0.13293184,0,0,0,0,"013949009983688"
2015-08-06 12:46:00,8,6,12,29.5,62.9,32.79,12.1,4.2625,449,0,0.04471788,0,0,0,0,"013949009983688"
2015-08-06 14:46:00,8,6,14,33.4,46.2,36.84,12.155,4.2625,451,0,0.07764539,0,0,0,0,"013949009983688"
2015-08-06 16:46:00,8,6,16,39.9,30.7,46.01,12.2375,4.2625,455,0,0.06652701,0,0,0,0,"013949009983688"
2015-08-06 18:46:00,8,6,18,44.7,25.6,44.43,12.265,4.2625,455,0,0.04777238,0,0,0,0,"013949009983688"
2015-08-06 20:46:00,8,6,20,46,25.4,32.45,12.21,4.2625,273,0,0.006109,0,0,0,0,"013949009983688"
2015-08-06 22:46:00,8,6,22,33.2,44.7,29.26,12.155,4.2625,41,0,6.109e-05,0,0,0,0,"013949009983688"
2015-08-07 00:46:00,8,7,0,29.6,51.3,26.6,12.1275,4.2625,36,0,0.00482611,0,0,0,0,"013949009983688"
2015-08-07 02:46:00,8,7,2,27.3,62.9,26.15,12.1,4.2625,33,0,0.03738708,0,0,0,0,"013949009983688"
2015-08-07 04:47:00,8,7,4,26.5,65.19,23.95,12.0725,4.2625,31,0,0.00177161,0,0,0,0,"013949009983688"
2015-08-07 06:47:00,8,7,6,24.2,80.4,23.13,12.0725,4.2625,436,0,0.01863245,0,0,0,0,"013949009983688"
2015-08-07 08:47:00,8,7,8,23.5,83,24.65,12.0725,4.29,448,0,0.32182212,0,0,0,0,"013949009983688"
2015-08-07 10:47:00,8,7,10,24.8,82.1,29.05,12.0725,4.2625,448,0,0.22523883,0,0,0,0,"013949009983688"
2015-08-07 12:47:00,8,7,12,29.4,56.9,33.03,12.0725,4.2625,449,0,0.07550724,0,0,0,0,"013949009983688"
2015-08-07 14:47:00,8,7,14,33.8,42.6,37.91,12.155,4.2625,451,0,0.08021117,0,0,0,0,"013949009983688"
2015-08-07 16:47:00,8,7,16,40.7,33.2,46.93,12.2375,4.2625,454,0,0.08302131,0,0,0,0,"013949009983688"
2015-08-07 18:47:00,8,7,18,45.9,25.6,45.57,12.2375,4.2625,454,0,0.03366059,0,0,0,0,"013949009983688"
2015-08-07 20:47:00,8,7,20,43.9,29,31.93,12.1825,4.2625,237,0,6.109e-05,0,0,0,0,"013949009983688"
2015-08-07 22:47:00,8,7,22,32.9,51.1,29.56,12.1275,4.2625,41,0,0,0,0,0,0,"013949009983688"
2015-08-08 00:47:00,8,8,0,29.4,60.5,27.58,12.1,4.2625,37,0,0,0,0,0,0,"013949009983688"
2015-08-08 02:47:00,8,8,2,27.8,65.4,25.47,12.0725,4.2625,33,0,0.09444514,0,0,0,0,"013949009983688"
2015-08-08 04:47:00,8,8,4,26.1,77.6,24.28,12.045,4.2625,30,0,0.00757516,0,0,0,0,"013949009983688"
2015-08-08 06:48:00,8,8,6,24.7,86.1,22.66,12.045,4.2625,418,0,0.08015008,0,0,0,0,"013949009983688"
2015-08-08 08:48:00,8,8,8,23.3,85.2,26.11,12.045,4.2625,380,0,0.13348165,0,40.976,0,0,"013949009983688"
2015-08-08 10:48:00,8,8,10,26.6,62.3,28.89,12.0175,4.2625,443,0,0.00073308,0,0,0,0,"013949009983688"
2015-09-02 12:00:00,9,2,12,30,49.7,23.36,12.4575,4.235,466,0,0.01557795,0,0,0,0,"013949009983688"
2015-09-02 14:00:00,9,2,14,29.2,53.4,22.59,12.155,4.2625,452,0,0.21131031,0,0,0,0,"013949009983688"
2015-09-02 18:00:00,9,2,18,29.5,46.2,22.34,12.0725,4.29,449,0,0.35933138,0,0,0,0,"013949009983688"
2015-09-02 20:00:00,9,2,20,28.1,48,20.9,12.045,4.2625,223,0,0.3213334,0,0,0,0,"013949009983688"
2015-09-02 22:00:00,9,2,22,25.5,44.9,20.14,12.0175,4.2625,132,0,0.02669633,0,0,0,0,"013949009983688"
2015-09-03 00:00:00,9,3,0,23.4,57.1,19.99,11.99,4.2625,127,0,0.024436,0,0,0,0,"013949009983688"
2015-09-03 02:00:00,9,3,2,21.7,65.4,19.32,11.9625,4.2625,132,0,0.08436529,0,0,0,0,"013949009983688"
2015-09-03 04:00:00,9,3,4,20.29,71.1,18.92,11.935,4.2625,135,0,0.07801193,0,0,0,0,"013949009983688"
2015-09-03 06:00:00,9,3,6,19.6,75.5,18.38,11.935,4.2625,18,0,0.04618404,0,0,0,0,"013949009983688"
2015-09-03 08:01:00,9,3,8,18.7,81.5,18.51,11.935,4.2625,444,0,0.00769734,0,0,0,0,"013949009983688"
2015-09-03 10:01:00,9,3,10,18.9,81.5,23.8,12.43,4.2625,464,0,0.0397085,0,0,0,0,"013949009983688"
2015-09-03 12:01:00,9,3,12,26.7,54.3,24.01,12.5125,4.2625,468,0,0.1374525,0,0,0,0,"013949009983688"
2015-09-03 14:01:00,9,3,14,29.2,49.4,22.79,12.32,4.2625,459,0,0.25724999,0,0,0,0,"013949009983688"
2015-09-03 16:01:00,9,3,16,27.4,51.6,22.25,12.2375,4.29,455,0,0.22401703,0,0,0,0,"013949009983688"
2015-09-03 18:01:00,9,3,18,28.3,52.5,22.15,12.21,4.29,453,0,0.23324162,0,0,0,0,"013949009983688"
2015-09-03 20:01:00,9,3,20,27.4,52.7,21.62,12.1825,4.2625,170,0,0.10415845,0,0,0,0,"013949009983688"
2015-09-03 22:01:00,9,3,22,25.6,57.4,20.84,12.155,4.2625,130,0,0.03274424,0,0,0,0,"013949009983688"
2015-09-04 00:01:00,9,4,0,24.1,64.19,20.59,12.1275,4.29,127,0,0.00684208,0,0,0,0,"013949009983688"
2015-09-04 02:01:00,9,4,2,23.2,71.3,20.85,12.1275,4.2625,126,0,0.00439848,0,0,0,0,"013949009983688"
2015-09-04 04:01:00,9,4,4,22.9,76.5,19.77,12.1,4.2625,128,0,0.00781952,0,0,0,0,"013949009983688"
2015-09-04 06:01:00,9,4,6,21.5,81.5,19.51,12.1,4.2625,20,0,0.0219924,0,0,0,0,"013949009983688"
2015-09-04 08:01:00,9,4,8,19.9,96.2,20.49,12.1275,4.2625,453,0,0.00702535,0,0,0,0,"013949009983688"
2015-09-04 10:01:00,9,4,10,21.1,84.5,23.28,12.4025,4.2625,463,0,0.07929482,0,1.576,0,0,"013949009983688"
2015-09-04 12:01:00,9,4,12,25.1,72.19,24.52,12.43,4.2625,464,0,0.12431815,0,0,0,0,"013949009983688"
2015-09-04 14:01:00,9,4,14,27.3,56.3,23.03,12.3475,4.29,460,0,0.22896532,0,0,0,0,"013949009983688"
2015-09-04 16:01:00,9,4,16,27.3,58.3,22.7,12.32,4.2625,459,0,0.29475925,0,0,0,0,"013949009983688"
2015-09-04 18:01:00,9,4,18,28.4,50,21.87,12.2925,4.2625,458,0,0.24900284,0,0,0,0,"013949009983688"
2015-09-04 20:02:00,9,4,20,26.3,51.3,20.73,12.2375,4.2625,148,0,0.10971764,0,0,0,0,"013949009983688"
2015-09-04 22:02:00,9,4,22,24.4,57.2,20.35,12.1825,4.2625,131,0,0.0207706,0,0,0,0,"013949009983688"
2015-09-05 00:02:00,9,5,0,23.3,61.1,20.57,12.1825,4.2625,129,0,0.00696426,0,0,0,0,"013949009983688"
2015-09-05 02:02:00,9,5,2,23,67.6,20,12.155,4.2625,129,0,0.05455337,0,0,0,0,"013949009983688"
2015-09-05 04:02:00,9,5,4,22.1,73.6,19.54,12.155,4.2625,134,0,0.00885805,0,0,0,0,"013949009983688"
2015-09-05 06:02:00,9,5,6,21.3,74.3,19.38,12.155,4.2625,21,0,0.00574246,0,0,0,0,"013949009983688"
2015-09-05 08:02:00,9,5,8,20.4,77.3,19.9,12.155,4.2625,452,0,0.02284766,0,0,0,0,"013949009983688"
2015-09-05 10:02:00,9,5,10,21.1,73.9,22.26,12.4575,4.2625,465,0,0.20459041,0,0,0,0,"013949009983688"
2015-09-05 12:02:00,9,5,12,25.3,64.4,22.01,12.6775,4.2625,474,0,0.26103757,0,0,0,0,"013949009983688"
2015-09-05 14:02:00,9,5,14,26.9,53,20.88,12.375,4.2625,461,0,0.51914282,0,0,0,0,"013949009983688"
2015-09-05 16:02:00,9,5,16,26.4,46.9,20.64,12.32,4.29,458,0,0.55310886,0,0,0,0,"013949009983688"
2015-09-05 18:02:00,9,5,18,26.2,43,19.93,12.265,4.29,456,0,0.47350859,0,0,0,0,"013949009983688"
2015-09-05 20:02:00,9,5,20,23.9,47.4,18.73,12.2375,4.29,152,0,0.48163356,0,0,0,0,"013949009983688"
2015-09-05 22:02:00,9,5,22,21.4,52.9,17.87,12.21,4.29,132,0,0.05162105,0,0,0,0,"013949009983688"
2015-09-06 02:02:00,9,6,2,19.4,64.6,17.37,12.21,4.2625,137,0,0.11991967,0,0,0,0,"013949009983688"
2015-09-06 04:02:00,9,6,4,17.9,75.4,17.84,12.155,4.2625,139,0,0.02785704,0,0,0,0,"013949009983688"
2015-09-06 06:02:00,9,6,6,17.6,80.3,16.54,12.155,4.29,16,0,0.01295108,0,0,0,0,"013949009983688"
